district,date,month,year,visitors
Jogulamba Gadwal ,"Thursday, February 1, 2018",February,2018,481110
Jogulamba Gadwal ,"Thursday, March 1, 2018",March,2018,155013
Jogulamba Gadwal ,"Sunday, April 1, 2018",April,2018,138673
Jogulamba Gadwal ,"Tuesday, May 1, 2018",May,2018,131426
Jogulamba Gadwal ,"Friday, June 1, 2018",June,2018,160182
Jogulamba Gadwal ,"Sunday, July 1, 2018",July,2018,114951
Jogulamba Gadwal ,"Wednesday, August 1, 2018",August,2018,123733
Jogulamba Gadwal ,"Saturday, September 1, 2018",September,2018,121710
Jogulamba Gadwal ,"Monday, October 1, 2018",October,2018,152898
Jogulamba Gadwal ,"Thursday, November 1, 2018",November,2018,128075
Jogulamba Gadwal ,"Saturday, December 1, 2018",December,2018,182333
Kamareddy ,"Monday, January 1, 2018",January,2018,44
Kamareddy ,"Thursday, February 1, 2018",February,2018,44
Kamareddy ,"Thursday, March 1, 2018",March,2018,45
Kamareddy ,"Sunday, April 1, 2018",April,2018,45
Kamareddy ,"Tuesday, May 1, 2018",May,2018,49
Kamareddy ,"Friday, June 1, 2018",June,2018,56
Kamareddy ,"Sunday, July 1, 2018",July,2018,48
Kamareddy ,"Wednesday, August 1, 2018",August,2018,55
Kamareddy ,"Saturday, September 1, 2018",September,2018,40
Kamareddy ,"Monday, October 1, 2018",October,2018,62
Kamareddy ,"Thursday, November 1, 2018",November,2018,41
Kamareddy ,"Saturday, December 1, 2018",December,2018,43
Karimnagar ,"Monday, January 1, 2018",January,2018,13505
Karimnagar ,"Thursday, February 1, 2018",February,2018,9330
Karimnagar ,"Thursday, March 1, 2018",March,2018,7205
Karimnagar ,"Sunday, April 1, 2018",April,2018,5830
Karimnagar ,"Tuesday, May 1, 2018",May,2018,5689
Karimnagar ,"Friday, June 1, 2018",June,2018,7180
Karimnagar ,"Sunday, July 1, 2018",July,2018,6686
Karimnagar ,"Wednesday, August 1, 2018",August,2018,8480
Karimnagar ,"Saturday, September 1, 2018",September,2018,8480
Karimnagar ,"Monday, October 1, 2018",October,2018,6118
Karimnagar ,"Thursday, November 1, 2018",November,2018,7145
Karimnagar ,"Saturday, December 1, 2018",December,2018,7800
Khammam,"Monday, January 1, 2018",January,2018,110094
Khammam,"Thursday, February 1, 2018",February,2018,104444
Khammam,"Thursday, March 1, 2018",March,2018,127152
Khammam,"Sunday, April 1, 2018",April,2018,126553
Khammam,"Tuesday, May 1, 2018",May,2018,135189
Khammam,"Friday, June 1, 2018",June,2018,135988
Khammam,"Sunday, July 1, 2018",July,2018,85932
Khammam,"Wednesday, August 1, 2018",August,2018,86309
Khammam,"Saturday, September 1, 2018",September,2018,143465
Khammam,"Monday, October 1, 2018",October,2018,127645
Khammam,"Thursday, November 1, 2018",November,2018,99070
Khammam,"Saturday, December 1, 2018",December,2018,135600
Komaram Bheem Asifabad,"Monday, January 1, 2018",January,2018,2863
Komaram Bheem Asifabad,"Thursday, February 1, 2018",February,2018,2736
Komaram Bheem Asifabad,"Thursday, March 1, 2018",March,2018,1826
Komaram Bheem Asifabad,"Sunday, April 1, 2018",April,2018,868
Komaram Bheem Asifabad,"Tuesday, May 1, 2018",May,2018,793
Komaram Bheem Asifabad,"Friday, June 1, 2018",June,2018,990
Komaram Bheem Asifabad,"Sunday, July 1, 2018",July,2018,1954
Komaram Bheem Asifabad,"Wednesday, August 1, 2018",August,2018,2263
Komaram Bheem Asifabad,"Saturday, September 1, 2018",September,2018,1819
Komaram Bheem Asifabad,"Monday, October 1, 2018",October,2018,2525
Komaram Bheem Asifabad,"Thursday, November 1, 2018",November,2018,1741
Komaram Bheem Asifabad,"Saturday, December 1, 2018",December,2018,2176
Mahabubabad ,"Monday, January 1, 2018",January,2018,14000
Mahabubabad ,"Thursday, February 1, 2018",February,2018,14230
Mahabubabad ,"Thursday, March 1, 2018",March,2018,13110
Mahabubabad ,"Sunday, April 1, 2018",April,2018,12915
Mahabubabad ,"Tuesday, May 1, 2018",May,2018,12865
Mahabubabad ,"Friday, June 1, 2018",June,2018,13910
Mahabubabad ,"Sunday, July 1, 2018",July,2018,13970
Mahabubabad ,"Wednesday, August 1, 2018",August,2018,13200
Mahabubabad ,"Saturday, September 1, 2018",September,2018,13420
Mahabubabad ,"Monday, October 1, 2018",October,2018,13550
Mahabubabad ,"Thursday, November 1, 2018",November,2018,13700
Mahabubabad ,"Saturday, December 1, 2018",December,2018,17125
Mahbubnagar,"Monday, January 1, 2018",January,2018,156153
Mahbubnagar,"Thursday, February 1, 2018",February,2018,788083
Mahbubnagar,"Thursday, March 1, 2018",March,2018,166863
Mahbubnagar,"Sunday, April 1, 2018",April,2018,196061
Mahbubnagar,"Tuesday, May 1, 2018",May,2018,193478
Mahbubnagar,"Friday, June 1, 2018",June,2018,165553
Mahbubnagar,"Sunday, July 1, 2018",July,2018,161841
Mahbubnagar,"Wednesday, August 1, 2018",August,2018,169154
Mahbubnagar,"Saturday, September 1, 2018",September,2018,167833
Mahbubnagar,"Monday, October 1, 2018",October,2018,193152
Mahbubnagar,"Thursday, November 1, 2018",November,2018,295910
Mahbubnagar,"Saturday, December 1, 2018",December,2018,198227
Mancherial,"Monday, January 1, 2018",January,2018,71955
Mancherial,"Thursday, February 1, 2018",February,2018,38599
Mancherial,"Thursday, March 1, 2018",March,2018,20749
Mancherial,"Sunday, April 1, 2018",April,2018,38483
Mancherial,"Tuesday, May 1, 2018",May,2018,26179
Mancherial,"Friday, June 1, 2018",June,2018,31667
Mancherial,"Sunday, July 1, 2018",July,2018,27937
Mancherial,"Wednesday, August 1, 2018",August,2018,31861
Mancherial,"Saturday, September 1, 2018",September,2018,23141
Mancherial,"Monday, October 1, 2018",October,2018,30740
Mancherial,"Thursday, November 1, 2018",November,2018,25197
Mancherial,"Saturday, December 1, 2018",December,2018,31496
Medak ,"Monday, January 1, 2018",January,2018,100000
Medak ,"Thursday, February 1, 2018",February,2018,1000000
Medak ,"Thursday, March 1, 2018",March,2018,600000
Medak ,"Sunday, April 1, 2018",April,2018,200000
Medak ,"Tuesday, May 1, 2018",May,2018,300000
Medak ,"Friday, June 1, 2018",June,2018,500000
Medak ,"Sunday, July 1, 2018",July,2018,150000
Medak ,"Wednesday, August 1, 2018",August,2018,50000
Medak ,"Saturday, September 1, 2018",September,2018,100000
Medak ,"Monday, October 1, 2018",October,2018,300000
Medak ,"Thursday, November 1, 2018",November,2018,200000
Medak ,"Saturday, December 1, 2018",December,2018,400000
Medchal ,"Monday, January 1, 2018",January,2018, 
Medchal ,"Thursday, February 1, 2018",February,2018, 
Medchal ,"Thursday, March 1, 2018",March,2018, 
Medchal ,"Sunday, April 1, 2018",April,2018, 
Medchal ,"Tuesday, May 1, 2018",May,2018, 
Medchal ,"Friday, June 1, 2018",June,2018, 
Medchal ,"Sunday, July 1, 2018",July,2018, 
Medchal ,"Wednesday, August 1, 2018",August,2018, 
Medchal ,"Saturday, September 1, 2018",September,2018, 
Medchal ,"Monday, October 1, 2018",October,2018, 
Medchal ,"Thursday, November 1, 2018",November,2018, 
Medchal ,"Saturday, December 1, 2018",December,2018, 
Nagarkurnool ,"Monday, January 1, 2018",January,2018,228812
Nagarkurnool ,"Thursday, February 1, 2018",February,2018,286258
Nagarkurnool ,"Thursday, March 1, 2018",March,2018,184508
Nagarkurnool ,"Sunday, April 1, 2018",April,2018,174592
Nagarkurnool ,"Tuesday, May 1, 2018",May,2018,183697
Nagarkurnool ,"Friday, June 1, 2018",June,2018,180010
Nagarkurnool ,"Sunday, July 1, 2018",July,2018,93450
Nagarkurnool ,"Wednesday, August 1, 2018",August,2018,118010
Nagarkurnool ,"Saturday, September 1, 2018",September,2018,118449
Nagarkurnool ,"Monday, October 1, 2018",October,2018,201050
Nagarkurnool ,"Thursday, November 1, 2018",November,2018,121452
Nagarkurnool ,"Saturday, December 1, 2018",December,2018,198637
Nalgonda,"Monday, January 1, 2018",January,2018,36205
Nalgonda,"Thursday, February 1, 2018",February,2018,9971
Nalgonda,"Thursday, March 1, 2018",March,2018,9677
Nalgonda,"Sunday, April 1, 2018",April,2018,9779
Nalgonda,"Tuesday, May 1, 2018",May,2018,10241
Nalgonda,"Friday, June 1, 2018",June,2018,9066
Nalgonda,"Sunday, July 1, 2018",July,2018,9668
Nalgonda,"Wednesday, August 1, 2018",August,2018,10135
Nalgonda,"Saturday, September 1, 2018",September,2018,21365
Nalgonda,"Monday, October 1, 2018",October,2018,22332
Nalgonda,"Thursday, November 1, 2018",November,2018,5422
Nalgonda,"Saturday, December 1, 2018",December,2018,6777
Nirmal,"Monday, January 1, 2018",January,2018,480241
Nirmal,"Thursday, February 1, 2018",February,2018,335447
Nirmal,"Thursday, March 1, 2018",March,2018,328099
Nirmal,"Sunday, April 1, 2018",April,2018,368645
Nirmal,"Tuesday, May 1, 2018",May,2018,342650
Nirmal,"Friday, June 1, 2018",June,2018,355197
Nirmal,"Sunday, July 1, 2018",July,2018,335356
Nirmal,"Wednesday, August 1, 2018",August,2018,313910
Nirmal,"Saturday, September 1, 2018",September,2018,293859
Nirmal,"Monday, October 1, 2018",October,2018,373291
Nirmal,"Thursday, November 1, 2018",November,2018,289169
Nirmal,"Saturday, December 1, 2018",December,2018,361461
Nizamabad,"Monday, January 1, 2018",January,2018,2495
Nizamabad,"Thursday, February 1, 2018",February,2018,7152
Nizamabad,"Thursday, March 1, 2018",March,2018,2903
Nizamabad,"Sunday, April 1, 2018",April,2018,3550
Nizamabad,"Tuesday, May 1, 2018",May,2018,5360
Nizamabad,"Friday, June 1, 2018",June,2018,1761
Nizamabad,"Sunday, July 1, 2018",July,2018,5882
Nizamabad,"Wednesday, August 1, 2018",August,2018,10525
Nizamabad,"Saturday, September 1, 2018",September,2018,475
Nizamabad,"Monday, October 1, 2018",October,2018,490
Nizamabad,"Thursday, November 1, 2018",November,2018,475
Nizamabad,"Saturday, December 1, 2018",December,2018,355
Peddapalli,"Monday, January 1, 2018",January,2018,2670
Peddapalli,"Thursday, February 1, 2018",February,2018,2695
Peddapalli,"Thursday, March 1, 2018",March,2018,2325
Peddapalli,"Sunday, April 1, 2018",April,2018,1940
Peddapalli,"Tuesday, May 1, 2018",May,2018,1499
Peddapalli,"Friday, June 1, 2018",June,2018,1580
Peddapalli,"Sunday, July 1, 2018",July,2018,1580
Peddapalli,"Wednesday, August 1, 2018",August,2018,1595
Peddapalli,"Saturday, September 1, 2018",September,2018,1475
Peddapalli,"Monday, October 1, 2018",October,2018,1545
Peddapalli,"Thursday, November 1, 2018",November,2018,1655
Peddapalli,"Saturday, December 1, 2018",December,2018,1695
Rajanna Sircilla ,"Monday, January 1, 2018",January,2018,2238074
Rajanna Sircilla ,"Thursday, February 1, 2018",February,2018,1021787
Rajanna Sircilla ,"Thursday, March 1, 2018",March,2018,1022669
Rajanna Sircilla ,"Sunday, April 1, 2018",April,2018,833874
Rajanna Sircilla ,"Tuesday, May 1, 2018",May,2018,1021952
Rajanna Sircilla ,"Friday, June 1, 2018",June,2018,320886
Rajanna Sircilla ,"Sunday, July 1, 2018",July,2018,937720
Rajanna Sircilla ,"Wednesday, August 1, 2018",August,2018,320952
Rajanna Sircilla ,"Saturday, September 1, 2018",September,2018,818693
Rajanna Sircilla ,"Monday, October 1, 2018",October,2018,506563
Rajanna Sircilla ,"Thursday, November 1, 2018",November,2018,840933
Rajanna Sircilla ,"Saturday, December 1, 2018",December,2018,950128
Ranga Reddy,"Monday, January 1, 2018",January,2018, 
Ranga Reddy,"Thursday, February 1, 2018",February,2018, 
Ranga Reddy,"Thursday, March 1, 2018",March,2018, 
Ranga Reddy,"Sunday, April 1, 2018",April,2018, 
Ranga Reddy,"Tuesday, May 1, 2018",May,2018, 
Ranga Reddy,"Friday, June 1, 2018",June,2018, 
Ranga Reddy,"Sunday, July 1, 2018",July,2018, 
Ranga Reddy,"Wednesday, August 1, 2018",August,2018, 
Ranga Reddy,"Saturday, September 1, 2018",September,2018, 
Ranga Reddy,"Monday, October 1, 2018",October,2018, 
Ranga Reddy,"Thursday, November 1, 2018",November,2018, 
Ranga Reddy,"Saturday, December 1, 2018",December,2018, 
Sangareddy ,"Monday, January 1, 2018",January,2018,254000
Sangareddy ,"Thursday, February 1, 2018",February,2018,540000
Sangareddy ,"Thursday, March 1, 2018",March,2018,158500
Sangareddy ,"Sunday, April 1, 2018",April,2018,162500
Sangareddy ,"Tuesday, May 1, 2018",May,2018,157000
Sangareddy ,"Friday, June 1, 2018",June,2018,93500
Sangareddy ,"Sunday, July 1, 2018",July,2018,108600
Sangareddy ,"Wednesday, August 1, 2018",August,2018,205000
Sangareddy ,"Saturday, September 1, 2018",September,2018,125000
Sangareddy ,"Monday, October 1, 2018",October,2018,171800
Sangareddy ,"Thursday, November 1, 2018",November,2018,160000
Sangareddy ,"Saturday, December 1, 2018",December,2018,134000
Siddipet,"Monday, January 1, 2018",January,2018,253000
Siddipet,"Thursday, February 1, 2018",February,2018,44000
Siddipet,"Thursday, March 1, 2018",March,2018,164800
Siddipet,"Sunday, April 1, 2018",April,2018,115000
Siddipet,"Tuesday, May 1, 2018",May,2018,165200
Siddipet,"Friday, June 1, 2018",June,2018,104300
Siddipet,"Sunday, July 1, 2018",July,2018,54000
Siddipet,"Wednesday, August 1, 2018",August,2018,100000
Siddipet,"Saturday, September 1, 2018",September,2018,55000
Siddipet,"Monday, October 1, 2018",October,2018,43000
Siddipet,"Thursday, November 1, 2018",November,2018,135000
Siddipet,"Saturday, December 1, 2018",December,2018,50000
Suryapet,"Monday, January 1, 2018",January,2018,
Suryapet,"Thursday, February 1, 2018",February,2018,
Suryapet,"Thursday, March 1, 2018",March,2018,
Suryapet,"Sunday, April 1, 2018",April,2018,
Suryapet,"Tuesday, May 1, 2018",May,2018,
Suryapet,"Friday, June 1, 2018",June,2018,
Suryapet,"Sunday, July 1, 2018",July,2018,
Suryapet,"Wednesday, August 1, 2018",August,2018,
Suryapet,"Saturday, September 1, 2018",September,2018,
Suryapet,"Monday, October 1, 2018",October,2018,
Suryapet,"Thursday, November 1, 2018",November,2018,
Suryapet,"Saturday, December 1, 2018",December,2018,
Vikarabad,"Monday, January 1, 2018",January,2018, 
Vikarabad,"Thursday, February 1, 2018",February,2018, 
Vikarabad,"Thursday, March 1, 2018",March,2018, 
Vikarabad,"Sunday, April 1, 2018",April,2018, 
Vikarabad,"Tuesday, May 1, 2018",May,2018, 
Vikarabad,"Friday, June 1, 2018",June,2018, 
Vikarabad,"Sunday, July 1, 2018",July,2018, 
Vikarabad,"Wednesday, August 1, 2018",August,2018, 
Vikarabad,"Saturday, September 1, 2018",September,2018, 
Vikarabad,"Monday, October 1, 2018",October,2018, 
Vikarabad,"Thursday, November 1, 2018",November,2018, 
Vikarabad,"Saturday, December 1, 2018",December,2018, 
Wanaparthy ,"Monday, January 1, 2018",January,2018,28131
Wanaparthy ,"Thursday, February 1, 2018",February,2018,22341
Wanaparthy ,"Thursday, March 1, 2018",March,2018,20050
Wanaparthy ,"Sunday, April 1, 2018",April,2018,10550
Wanaparthy ,"Tuesday, May 1, 2018",May,2018,11502
Wanaparthy ,"Friday, June 1, 2018",June,2018,19092
Wanaparthy ,"Sunday, July 1, 2018",July,2018,32625
Wanaparthy ,"Wednesday, August 1, 2018",August,2018,35860
Wanaparthy ,"Saturday, September 1, 2018",September,2018,32002
Wanaparthy ,"Monday, October 1, 2018",October,2018,21234
Wanaparthy ,"Thursday, November 1, 2018",November,2018,32657
Wanaparthy ,"Saturday, December 1, 2018",December,2018,20556
Warangal (Rural),"Monday, January 1, 2018",January,2018,25200
Warangal (Rural),"Thursday, February 1, 2018",February,2018,26300
Warangal (Rural),"Thursday, March 1, 2018",March,2018,26200
Warangal (Rural),"Sunday, April 1, 2018",April,2018,21600
Warangal (Rural),"Tuesday, May 1, 2018",May,2018,22100
Warangal (Rural),"Friday, June 1, 2018",June,2018,23100
Warangal (Rural),"Sunday, July 1, 2018",July,2018,25900
Warangal (Rural),"Wednesday, August 1, 2018",August,2018,25700
Warangal (Rural),"Saturday, September 1, 2018",September,2018,25800
Warangal (Rural),"Monday, October 1, 2018",October,2018,26000
Warangal (Rural),"Thursday, November 1, 2018",November,2018,24050
Warangal (Rural),"Saturday, December 1, 2018",December,2018,30062
Warangal (Urban),"Monday, January 1, 2018",January,2018,137530
Warangal (Urban),"Thursday, February 1, 2018",February,2018,145750
Warangal (Urban),"Thursday, March 1, 2018",March,2018,140300
Warangal (Urban),"Sunday, April 1, 2018",April,2018,142510
Warangal (Urban),"Tuesday, May 1, 2018",May,2018,143425
Warangal (Urban),"Friday, June 1, 2018",June,2018,135615
Warangal (Urban),"Sunday, July 1, 2018",July,2018,136560
Warangal (Urban),"Wednesday, August 1, 2018",August,2018,136760
Warangal (Urban),"Saturday, September 1, 2018",September,2018,138780
Warangal (Urban),"Monday, October 1, 2018",October,2018,140948
Warangal (Urban),"Thursday, November 1, 2018",November,2018,144515
Warangal (Urban),"Saturday, December 1, 2018",December,2018,180643
Yadadri Bhongir,"Monday, January 1, 2018",January,2018,2016000
Yadadri Bhongir,"Thursday, February 1, 2018",February,2018,3073872
Yadadri Bhongir,"Thursday, March 1, 2018",March,2018,2836580
Yadadri Bhongir,"Sunday, April 1, 2018",April,2018,692370
Yadadri Bhongir,"Tuesday, May 1, 2018",May,2018,781842
Yadadri Bhongir,"Friday, June 1, 2018",June,2018,577570
Yadadri Bhongir,"Sunday, July 1, 2018",July,2018,671156
Yadadri Bhongir,"Wednesday, August 1, 2018",August,2018,526445
Yadadri Bhongir,"Saturday, September 1, 2018",September,2018,819350
Yadadri Bhongir,"Monday, October 1, 2018",October,2018,586475
Yadadri Bhongir,"Thursday, November 1, 2018",November,2018,485208
Yadadri Bhongir,"Saturday, December 1, 2018",December,2018,606510
