district,date,month,year,visitors
Karimnagar ,"Tuesday, August 1, 2017",August,2017,10952
Karimnagar ,"Friday, September 1, 2017",September,2017,7576
Karimnagar ,"Sunday, October 1, 2017",October,2017,8371
Karimnagar ,"Wednesday, November 1, 2017",November,2017,8705
Karimnagar ,"Friday, December 1, 2017",December,2017,13065
Khammam,"Sunday, January 1, 2017",January,2017,132528
Khammam,"Wednesday, February 1, 2017",February,2017,115470
Khammam,"Wednesday, March 1, 2017",March,2017,101878
Khammam,"Saturday, April 1, 2017",April,2017,135920
Khammam,"Monday, May 1, 2017",May,2017,138799
Khammam,"Thursday, June 1, 2017",June,2017,138158
Khammam,"Saturday, July 1, 2017",July,2017,105102
Khammam,"Tuesday, August 1, 2017",August,2017,129159
Khammam,"Friday, September 1, 2017",September,2017,140821
Khammam,"Sunday, October 1, 2017",October,2017,155943
Khammam,"Wednesday, November 1, 2017",November,2017,110800
Khammam,"Friday, December 1, 2017",December,2017,137825
Komaram Bheem Asifabad,"Sunday, January 1, 2017",January,2017,2241
Komaram Bheem Asifabad,"Wednesday, February 1, 2017",February,2017,2490
Komaram Bheem Asifabad,"Wednesday, March 1, 2017",March,2017,2767
Komaram Bheem Asifabad,"Saturday, April 1, 2017",April,2017,3074
Komaram Bheem Asifabad,"Monday, May 1, 2017",May,2017,3416
Komaram Bheem Asifabad,"Thursday, June 1, 2017",June,2017,3796
Komaram Bheem Asifabad,"Saturday, July 1, 2017",July,2017,3713
Komaram Bheem Asifabad,"Tuesday, August 1, 2017",August,2017,3665
Komaram Bheem Asifabad,"Friday, September 1, 2017",September,2017,3934
Komaram Bheem Asifabad,"Sunday, October 1, 2017",October,2017,14050
Komaram Bheem Asifabad,"Wednesday, November 1, 2017",November,2017,3627
Komaram Bheem Asifabad,"Friday, December 1, 2017",December,2017,4218
Mahabubabad ,"Sunday, January 1, 2017",January,2017,13260
Mahabubabad ,"Wednesday, February 1, 2017",February,2017,13045
Mahabubabad ,"Wednesday, March 1, 2017",March,2017,9100
Mahabubabad ,"Saturday, April 1, 2017",April,2017,9140
Mahabubabad ,"Monday, May 1, 2017",May,2017,10220
Mahabubabad ,"Thursday, June 1, 2017",June,2017,10130
Mahabubabad ,"Saturday, July 1, 2017",July,2017,10170
Mahabubabad ,"Tuesday, August 1, 2017",August,2017,12520
Mahabubabad ,"Friday, September 1, 2017",September,2017,13140
Mahabubabad ,"Sunday, October 1, 2017",October,2017,13750
Mahabubabad ,"Wednesday, November 1, 2017",November,2017,13560
Mahabubabad ,"Friday, December 1, 2017",December,2017,13780
Mahbubnagar,"Sunday, January 1, 2017",January,2017,446135
Mahbubnagar,"Wednesday, February 1, 2017",February,2017,805392
Mahbubnagar,"Wednesday, March 1, 2017",March,2017,178256
Mahbubnagar,"Saturday, April 1, 2017",April,2017,208694
Mahbubnagar,"Monday, May 1, 2017",May,2017,214209
Mahbubnagar,"Thursday, June 1, 2017",June,2017,179210
Mahbubnagar,"Saturday, July 1, 2017",July,2017,179099
Mahbubnagar,"Tuesday, August 1, 2017",August,2017,215229
Mahbubnagar,"Friday, September 1, 2017",September,2017,180675
Mahbubnagar,"Sunday, October 1, 2017",October,2017,196103
Mahbubnagar,"Wednesday, November 1, 2017",November,2017,259060
Mahbubnagar,"Friday, December 1, 2017",December,2017,426167
Mancherial,"Sunday, January 1, 2017",January,2017,2937
Mancherial,"Wednesday, February 1, 2017",February,2017,3130
Mancherial,"Wednesday, March 1, 2017",March,2017,2775
Mancherial,"Saturday, April 1, 2017",April,2017,1513
Mancherial,"Monday, May 1, 2017",May,2017,1424
Mancherial,"Thursday, June 1, 2017",June,2017,2119
Mancherial,"Saturday, July 1, 2017",July,2017,33591
Mancherial,"Tuesday, August 1, 2017",August,2017,26104
Mancherial,"Friday, September 1, 2017",September,2017,24297
Mancherial,"Sunday, October 1, 2017",October,2017,37671
Mancherial,"Wednesday, November 1, 2017",November,2017,25737
Mancherial,"Friday, December 1, 2017",December,2017,30328
Medak ,"Sunday, January 1, 2017",January,2017,523000
Medak ,"Wednesday, February 1, 2017",February,2017,543321
Medak ,"Wednesday, March 1, 2017",March,2017,548535
Medak ,"Saturday, April 1, 2017",April,2017,554864
Medak ,"Monday, May 1, 2017",May,2017,556891
Medak ,"Thursday, June 1, 2017",June,2017,561469
Medak ,"Saturday, July 1, 2017",July,2017,575300
Medak ,"Tuesday, August 1, 2017",August,2017,632830
Medak ,"Friday, September 1, 2017",September,2017,696113
Medak ,"Sunday, October 1, 2017",October,2017,765724
Medak ,"Wednesday, November 1, 2017",November,2017,842296
Medak ,"Friday, December 1, 2017",December,2017,926526
Medchal ,"Sunday, January 1, 2017",January,2017, 
Medchal ,"Wednesday, February 1, 2017",February,2017, 
Medchal ,"Wednesday, March 1, 2017",March,2017, 
Medchal ,"Saturday, April 1, 2017",April,2017, 
Medchal ,"Monday, May 1, 2017",May,2017, 
Medchal ,"Thursday, June 1, 2017",June,2017, 
Medchal ,"Saturday, July 1, 2017",July,2017, 
Medchal ,"Tuesday, August 1, 2017",August,2017, 
Medchal ,"Friday, September 1, 2017",September,2017, 
Medchal ,"Sunday, October 1, 2017",October,2017, 
Medchal ,"Wednesday, November 1, 2017",November,2017, 
Medchal ,"Friday, December 1, 2017",December,2017, 
Nagarkurnool ,"Sunday, January 1, 2017",January,2017,382879
Nagarkurnool ,"Wednesday, February 1, 2017",February,2017,286258
Nagarkurnool ,"Wednesday, March 1, 2017",March,2017,184508
Nagarkurnool ,"Saturday, April 1, 2017",April,2017,183697
Nagarkurnool ,"Monday, May 1, 2017",May,2017,183697
Nagarkurnool ,"Thursday, June 1, 2017",June,2017,180010
Nagarkurnool ,"Saturday, July 1, 2017",July,2017,180010
Nagarkurnool ,"Tuesday, August 1, 2017",August,2017,181861
Nagarkurnool ,"Friday, September 1, 2017",September,2017,118010
Nagarkurnool ,"Sunday, October 1, 2017",October,2017,201050
Nagarkurnool ,"Wednesday, November 1, 2017",November,2017,188786
Nagarkurnool ,"Friday, December 1, 2017",December,2017,382879
Nalgonda,"Sunday, January 1, 2017",January,2017,4447
Nalgonda,"Wednesday, February 1, 2017",February,2017,8652
Nalgonda,"Wednesday, March 1, 2017",March,2017,8054
Nalgonda,"Saturday, April 1, 2017",April,2017,44295
Nalgonda,"Monday, May 1, 2017",May,2017,10750
Nalgonda,"Thursday, June 1, 2017",June,2017,37879
Nalgonda,"Saturday, July 1, 2017",July,2017,21361
Nalgonda,"Tuesday, August 1, 2017",August,2017,9363
Nalgonda,"Friday, September 1, 2017",September,2017,17465
Nalgonda,"Sunday, October 1, 2017",October,2017,36066
Nalgonda,"Wednesday, November 1, 2017",November,2017,17687
Nalgonda,"Friday, December 1, 2017",December,2017,25897
Nirmal,"Sunday, January 1, 2017",January,2017,340311
Nirmal,"Wednesday, February 1, 2017",February,2017,415326
Nirmal,"Wednesday, March 1, 2017",March,2017,442057
Nirmal,"Saturday, April 1, 2017",April,2017,274132
Nirmal,"Monday, May 1, 2017",May,2017,297233
Nirmal,"Thursday, June 1, 2017",June,2017,340359
Nirmal,"Saturday, July 1, 2017",July,2017,328101
Nirmal,"Tuesday, August 1, 2017",August,2017,340430
Nirmal,"Friday, September 1, 2017",September,2017,528540
Nirmal,"Sunday, October 1, 2017",October,2017,388644
Nirmal,"Wednesday, November 1, 2017",November,2017,369365
Nirmal,"Friday, December 1, 2017",December,2017,340585
Nizamabad,"Sunday, January 1, 2017",January,2017,613
Nizamabad,"Wednesday, February 1, 2017",February,2017,1752
Nizamabad,"Wednesday, March 1, 2017",March,2017,660
Nizamabad,"Saturday, April 1, 2017",April,2017,1048
Nizamabad,"Monday, May 1, 2017",May,2017,1341
Nizamabad,"Thursday, June 1, 2017",June,2017,2391
Nizamabad,"Saturday, July 1, 2017",July,2017,1520
Nizamabad,"Tuesday, August 1, 2017",August,2017,1583
Nizamabad,"Friday, September 1, 2017",September,2017,933
Nizamabad,"Sunday, October 1, 2017",October,2017,6644
Nizamabad,"Wednesday, November 1, 2017",November,2017,1677
Nizamabad,"Friday, December 1, 2017",December,2017,1787
Peddapalli,"Sunday, January 1, 2017",January,2017,1345
Peddapalli,"Wednesday, February 1, 2017",February,2017,1378
Peddapalli,"Wednesday, March 1, 2017",March,2017,965
Peddapalli,"Saturday, April 1, 2017",April,2017,750
Peddapalli,"Monday, May 1, 2017",May,2017,640
Peddapalli,"Thursday, June 1, 2017",June,2017,885
Peddapalli,"Saturday, July 1, 2017",July,2017,1095
Peddapalli,"Tuesday, August 1, 2017",August,2017,1385
Peddapalli,"Friday, September 1, 2017",September,2017,1155
Peddapalli,"Sunday, October 1, 2017",October,2017,1595
Peddapalli,"Wednesday, November 1, 2017",November,2017,1940
Peddapalli,"Friday, December 1, 2017",December,2017,1765
Rajanna Sircilla ,"Sunday, January 1, 2017",January,2017,615842
Rajanna Sircilla ,"Wednesday, February 1, 2017",February,2017,1255569
Rajanna Sircilla ,"Wednesday, March 1, 2017",March,2017,1030441
Rajanna Sircilla ,"Saturday, April 1, 2017",April,2017,1146782
Rajanna Sircilla ,"Monday, May 1, 2017",May,2017,1117228
Rajanna Sircilla ,"Thursday, June 1, 2017",June,2017,1113882
Rajanna Sircilla ,"Saturday, July 1, 2017",July,2017,462022
Rajanna Sircilla ,"Tuesday, August 1, 2017",August,2017,1004410
Rajanna Sircilla ,"Friday, September 1, 2017",September,2017,487060
Rajanna Sircilla ,"Sunday, October 1, 2017",October,2017,845620
Rajanna Sircilla ,"Wednesday, November 1, 2017",November,2017,1191129
Rajanna Sircilla ,"Friday, December 1, 2017",December,2017,1649362
Ranga Reddy,"Sunday, January 1, 2017",January,2017, 
Ranga Reddy,"Wednesday, February 1, 2017",February,2017, 
Ranga Reddy,"Wednesday, March 1, 2017",March,2017, 
Ranga Reddy,"Saturday, April 1, 2017",April,2017, 
Ranga Reddy,"Monday, May 1, 2017",May,2017, 
Ranga Reddy,"Thursday, June 1, 2017",June,2017, 
Ranga Reddy,"Saturday, July 1, 2017",July,2017, 
Ranga Reddy,"Tuesday, August 1, 2017",August,2017, 
Ranga Reddy,"Friday, September 1, 2017",September,2017, 
Ranga Reddy,"Sunday, October 1, 2017",October,2017, 
Ranga Reddy,"Wednesday, November 1, 2017",November,2017, 
Ranga Reddy,"Friday, December 1, 2017",December,2017, 
Sangareddy ,"Sunday, January 1, 2017",January,2017,195000
Sangareddy ,"Wednesday, February 1, 2017",February,2017,140000
Sangareddy ,"Wednesday, March 1, 2017",March,2017,275000
Sangareddy ,"Saturday, April 1, 2017",April,2017,215000
Sangareddy ,"Monday, May 1, 2017",May,2017,215000
Sangareddy ,"Thursday, June 1, 2017",June,2017,180000
Sangareddy ,"Saturday, July 1, 2017",July,2017,195000
Sangareddy ,"Tuesday, August 1, 2017",August,2017,295000
Sangareddy ,"Friday, September 1, 2017",September,2017,200000
Sangareddy ,"Sunday, October 1, 2017",October,2017,232000
Sangareddy ,"Wednesday, November 1, 2017",November,2017,324500
Sangareddy ,"Friday, December 1, 2017",December,2017,356950
Siddipet,"Sunday, January 1, 2017",January,2017,80500
Siddipet,"Wednesday, February 1, 2017",February,2017,80500
Siddipet,"Wednesday, March 1, 2017",March,2017,80500
Siddipet,"Saturday, April 1, 2017",April,2017,80500
Siddipet,"Monday, May 1, 2017",May,2017,80500
Siddipet,"Thursday, June 1, 2017",June,2017,60000
Siddipet,"Saturday, July 1, 2017",July,2017,88550
Siddipet,"Tuesday, August 1, 2017",August,2017,97405
Siddipet,"Friday, September 1, 2017",September,2017,107146
Siddipet,"Sunday, October 1, 2017",October,2017,117861
Siddipet,"Wednesday, November 1, 2017",November,2017,129647
Siddipet,"Friday, December 1, 2017",December,2017,142612
Suryapet,"Sunday, January 1, 2017",January,2017,0
Suryapet,"Wednesday, February 1, 2017",February,2017,0
Suryapet,"Wednesday, March 1, 2017",March,2017,0
Suryapet,"Saturday, April 1, 2017",April,2017,0
Suryapet,"Monday, May 1, 2017",May,2017,0
Suryapet,"Thursday, June 1, 2017",June,2017,0
Suryapet,"Saturday, July 1, 2017",July,2017,0
Suryapet,"Tuesday, August 1, 2017",August,2017,0
Suryapet,"Friday, September 1, 2017",September,2017,0
Suryapet,"Sunday, October 1, 2017",October,2017,0
Suryapet,"Wednesday, November 1, 2017",November,2017,0
Suryapet,"Friday, December 1, 2017",December,2017,0
Vikarabad,"Sunday, January 1, 2017",January,2017, 
Vikarabad,"Wednesday, February 1, 2017",February,2017, 
Vikarabad,"Wednesday, March 1, 2017",March,2017, 
Vikarabad,"Saturday, April 1, 2017",April,2017, 
Vikarabad,"Monday, May 1, 2017",May,2017, 
Vikarabad,"Thursday, June 1, 2017",June,2017, 
Vikarabad,"Saturday, July 1, 2017",July,2017, 
Vikarabad,"Tuesday, August 1, 2017",August,2017, 
Vikarabad,"Friday, September 1, 2017",September,2017, 
Vikarabad,"Sunday, October 1, 2017",October,2017, 
Vikarabad,"Wednesday, November 1, 2017",November,2017, 
Vikarabad,"Friday, December 1, 2017",December,2017, 
Wanaparthy ,"Sunday, January 1, 2017",January,2017,22152
Wanaparthy ,"Wednesday, February 1, 2017",February,2017,22342
Wanaparthy ,"Wednesday, March 1, 2017",March,2017,20050
Wanaparthy ,"Saturday, April 1, 2017",April,2017,11502
Wanaparthy ,"Monday, May 1, 2017",May,2017,11502
Wanaparthy ,"Thursday, June 1, 2017",June,2017,19092
Wanaparthy ,"Saturday, July 1, 2017",July,2017,19092
Wanaparthy ,"Tuesday, August 1, 2017",August,2017,21375
Wanaparthy ,"Friday, September 1, 2017",September,2017,35860
Wanaparthy ,"Sunday, October 1, 2017",October,2017,21234
Wanaparthy ,"Wednesday, November 1, 2017",November,2017,18348
Wanaparthy ,"Friday, December 1, 2017",December,2017,22152
Warangal (Rural),"Sunday, January 1, 2017",January,2017,8000
Warangal (Rural),"Wednesday, February 1, 2017",February,2017,8300
Warangal (Rural),"Wednesday, March 1, 2017",March,2017,7800
Warangal (Rural),"Saturday, April 1, 2017",April,2017,7600
Warangal (Rural),"Monday, May 1, 2017",May,2017,8500
Warangal (Rural),"Thursday, June 1, 2017",June,2017,9000
Warangal (Rural),"Saturday, July 1, 2017",July,2017,13600
Warangal (Rural),"Tuesday, August 1, 2017",August,2017,13650
Warangal (Rural),"Friday, September 1, 2017",September,2017,13800
Warangal (Rural),"Sunday, October 1, 2017",October,2017,16500
Warangal (Rural),"Wednesday, November 1, 2017",November,2017,16300
Warangal (Rural),"Friday, December 1, 2017",December,2017,21200
Warangal (Urban),"Sunday, January 1, 2017",January,2017,130608
Warangal (Urban),"Wednesday, February 1, 2017",February,2017,126608
Warangal (Urban),"Wednesday, March 1, 2017",March,2017,118298
Warangal (Urban),"Saturday, April 1, 2017",April,2017,107133
Warangal (Urban),"Monday, May 1, 2017",May,2017,109915
Warangal (Urban),"Thursday, June 1, 2017",June,2017,111530
Warangal (Urban),"Saturday, July 1, 2017",July,2017,116545
Warangal (Urban),"Tuesday, August 1, 2017",August,2017,116810
Warangal (Urban),"Friday, September 1, 2017",September,2017,117150
Warangal (Urban),"Sunday, October 1, 2017",October,2017,119255
Warangal (Urban),"Wednesday, November 1, 2017",November,2017,119360
Warangal (Urban),"Friday, December 1, 2017",December,2017,126790
Yadadri Bhongir,"Sunday, January 1, 2017",January,2017,678000
Yadadri Bhongir,"Wednesday, February 1, 2017",February,2017,540500
Yadadri Bhongir,"Wednesday, March 1, 2017",March,2017,525588
Yadadri Bhongir,"Saturday, April 1, 2017",April,2017,570000
Yadadri Bhongir,"Monday, May 1, 2017",May,2017,458700
Yadadri Bhongir,"Thursday, June 1, 2017",June,2017,685880
Yadadri Bhongir,"Saturday, July 1, 2017",July,2017,481240
Yadadri Bhongir,"Tuesday, August 1, 2017",August,2017,680720
Yadadri Bhongir,"Friday, September 1, 2017",September,2017,678925
Yadadri Bhongir,"Sunday, October 1, 2017",October,2017,683500
Yadadri Bhongir,"Wednesday, November 1, 2017",November,2017,537600
Yadadri Bhongir,"Friday, December 1, 2017",December,2017,481075
