district,date,month,year,visitors
Karimnagar ,"Wednesday, November 1, 2017",November,2017,0
Karimnagar ,"Friday, December 1, 2017",December,2017,0
Khammam,"Sunday, January 1, 2017",January,2017,0
Khammam,"Wednesday, February 1, 2017",February,2017,0
Khammam,"Wednesday, March 1, 2017",March,2017,0
Khammam,"Saturday, April 1, 2017",April,2017,0
Khammam,"Monday, May 1, 2017",May,2017,0
Khammam,"Thursday, June 1, 2017",June,2017,0
Khammam,"Saturday, July 1, 2017",July,2017,0
Khammam,"Tuesday, August 1, 2017",August,2017,0
Khammam,"Friday, September 1, 2017",September,2017,0
Khammam,"Sunday, October 1, 2017",October,2017,0
Khammam,"Wednesday, November 1, 2017",November,2017,0
Khammam,"Friday, December 1, 2017",December,2017,0
Komaram Bheem Asifabad,"Sunday, January 1, 2017",January,2017,0
Komaram Bheem Asifabad,"Wednesday, February 1, 2017",February,2017,0
Komaram Bheem Asifabad,"Wednesday, March 1, 2017",March,2017,0
Komaram Bheem Asifabad,"Saturday, April 1, 2017",April,2017,0
Komaram Bheem Asifabad,"Monday, May 1, 2017",May,2017,0
Komaram Bheem Asifabad,"Thursday, June 1, 2017",June,2017, 
Komaram Bheem Asifabad,"Saturday, July 1, 2017",July,2017,0
Komaram Bheem Asifabad,"Tuesday, August 1, 2017",August,2017,0
Komaram Bheem Asifabad,"Friday, September 1, 2017",September,2017,0
Komaram Bheem Asifabad,"Sunday, October 1, 2017",October,2017,0
Komaram Bheem Asifabad,"Wednesday, November 1, 2017",November,2017,0
Komaram Bheem Asifabad,"Friday, December 1, 2017",December,2017,0
Mahabubabad ,"Sunday, January 1, 2017",January,2017,0
Mahabubabad ,"Wednesday, February 1, 2017",February,2017,0
Mahabubabad ,"Wednesday, March 1, 2017",March,2017,0
Mahabubabad ,"Saturday, April 1, 2017",April,2017,0
Mahabubabad ,"Monday, May 1, 2017",May,2017,0
Mahabubabad ,"Thursday, June 1, 2017",June,2017,0
Mahabubabad ,"Saturday, July 1, 2017",July,2017,0
Mahabubabad ,"Tuesday, August 1, 2017",August,2017,0
Mahabubabad ,"Friday, September 1, 2017",September,2017,0
Mahabubabad ,"Sunday, October 1, 2017",October,2017,0
Mahabubabad ,"Wednesday, November 1, 2017",November,2017,0
Mahabubabad ,"Friday, December 1, 2017",December,2017,0
Mahbubnagar,"Sunday, January 1, 2017",January,2017,42
Mahbubnagar,"Wednesday, February 1, 2017",February,2017,39
Mahbubnagar,"Wednesday, March 1, 2017",March,2017,38
Mahbubnagar,"Saturday, April 1, 2017",April,2017,39
Mahbubnagar,"Monday, May 1, 2017",May,2017,41
Mahbubnagar,"Thursday, June 1, 2017",June,2017,43
Mahbubnagar,"Saturday, July 1, 2017",July,2017,42
Mahbubnagar,"Tuesday, August 1, 2017",August,2017,44
Mahbubnagar,"Friday, September 1, 2017",September,2017,54
Mahbubnagar,"Sunday, October 1, 2017",October,2017,47
Mahbubnagar,"Wednesday, November 1, 2017",November,2017,49
Mahbubnagar,"Friday, December 1, 2017",December,2017,42
Mancherial,"Sunday, January 1, 2017",January,2017,0
Mancherial,"Wednesday, February 1, 2017",February,2017,0
Mancherial,"Wednesday, March 1, 2017",March,2017,0
Mancherial,"Saturday, April 1, 2017",April,2017,0
Mancherial,"Monday, May 1, 2017",May,2017,0
Mancherial,"Thursday, June 1, 2017",June,2017, 
Mancherial,"Saturday, July 1, 2017",July,2017,0
Mancherial,"Tuesday, August 1, 2017",August,2017,0
Mancherial,"Friday, September 1, 2017",September,2017,0
Mancherial,"Sunday, October 1, 2017",October,2017,0
Mancherial,"Wednesday, November 1, 2017",November,2017,0
Mancherial,"Friday, December 1, 2017",December,2017,0
Medak ,"Sunday, January 1, 2017",January,2017,0
Medak ,"Wednesday, February 1, 2017",February,2017,0
Medak ,"Wednesday, March 1, 2017",March,2017,0
Medak ,"Saturday, April 1, 2017",April,2017,0
Medak ,"Monday, May 1, 2017",May,2017,0
Medak ,"Thursday, June 1, 2017",June,2017,0
Medak ,"Saturday, July 1, 2017",July,2017,0
Medak ,"Tuesday, August 1, 2017",August,2017,0
Medak ,"Friday, September 1, 2017",September,2017,0
Medak ,"Sunday, October 1, 2017",October,2017,0
Medak ,"Wednesday, November 1, 2017",November,2017,0
Medak ,"Friday, December 1, 2017",December,2017,0
Medchal ,"Sunday, January 1, 2017",January,2017, 
Medchal ,"Wednesday, February 1, 2017",February,2017, 
Medchal ,"Wednesday, March 1, 2017",March,2017, 
Medchal ,"Saturday, April 1, 2017",April,2017, 
Medchal ,"Monday, May 1, 2017",May,2017, 
Medchal ,"Thursday, June 1, 2017",June,2017, 
Medchal ,"Saturday, July 1, 2017",July,2017, 
Medchal ,"Tuesday, August 1, 2017",August,2017, 
Medchal ,"Friday, September 1, 2017",September,2017, 
Medchal ,"Sunday, October 1, 2017",October,2017, 
Medchal ,"Wednesday, November 1, 2017",November,2017, 
Medchal ,"Friday, December 1, 2017",December,2017, 
Nagarkurnool ,"Sunday, January 1, 2017",January,2017,19
Nagarkurnool ,"Wednesday, February 1, 2017",February,2017,25
Nagarkurnool ,"Wednesday, March 1, 2017",March,2017,24
Nagarkurnool ,"Saturday, April 1, 2017",April,2017,29
Nagarkurnool ,"Monday, May 1, 2017",May,2017,31
Nagarkurnool ,"Thursday, June 1, 2017",June,2017,35
Nagarkurnool ,"Saturday, July 1, 2017",July,2017,25
Nagarkurnool ,"Tuesday, August 1, 2017",August,2017,23
Nagarkurnool ,"Friday, September 1, 2017",September,2017,32
Nagarkurnool ,"Sunday, October 1, 2017",October,2017,18
Nagarkurnool ,"Wednesday, November 1, 2017",November,2017,21
Nagarkurnool ,"Friday, December 1, 2017",December,2017,29
Nalgonda,"Sunday, January 1, 2017",January,2017,0
Nalgonda,"Wednesday, February 1, 2017",February,2017,0
Nalgonda,"Wednesday, March 1, 2017",March,2017,0
Nalgonda,"Saturday, April 1, 2017",April,2017,0
Nalgonda,"Monday, May 1, 2017",May,2017,0
Nalgonda,"Thursday, June 1, 2017",June,2017,0
Nalgonda,"Saturday, July 1, 2017",July,2017,0
Nalgonda,"Tuesday, August 1, 2017",August,2017,0
Nalgonda,"Friday, September 1, 2017",September,2017,0
Nalgonda,"Sunday, October 1, 2017",October,2017,0
Nalgonda,"Wednesday, November 1, 2017",November,2017,0
Nalgonda,"Friday, December 1, 2017",December,2017,0
Nirmal,"Sunday, January 1, 2017",January,2017,0
Nirmal,"Wednesday, February 1, 2017",February,2017,0
Nirmal,"Wednesday, March 1, 2017",March,2017,0
Nirmal,"Saturday, April 1, 2017",April,2017,0
Nirmal,"Monday, May 1, 2017",May,2017,0
Nirmal,"Thursday, June 1, 2017",June,2017, 
Nirmal,"Saturday, July 1, 2017",July,2017,0
Nirmal,"Tuesday, August 1, 2017",August,2017,0
Nirmal,"Friday, September 1, 2017",September,2017,0
Nirmal,"Sunday, October 1, 2017",October,2017,0
Nirmal,"Wednesday, November 1, 2017",November,2017,0
Nirmal,"Friday, December 1, 2017",December,2017,0
Nizamabad,"Sunday, January 1, 2017",January,2017,0
Nizamabad,"Wednesday, February 1, 2017",February,2017,0
Nizamabad,"Wednesday, March 1, 2017",March,2017,0
Nizamabad,"Saturday, April 1, 2017",April,2017,2
Nizamabad,"Monday, May 1, 2017",May,2017,0
Nizamabad,"Thursday, June 1, 2017",June,2017,0
Nizamabad,"Saturday, July 1, 2017",July,2017,0
Nizamabad,"Tuesday, August 1, 2017",August,2017,0
Nizamabad,"Friday, September 1, 2017",September,2017,0
Nizamabad,"Sunday, October 1, 2017",October,2017,0
Nizamabad,"Wednesday, November 1, 2017",November,2017,0
Nizamabad,"Friday, December 1, 2017",December,2017,0
Peddapalli,"Sunday, January 1, 2017",January,2017,0
Peddapalli,"Wednesday, February 1, 2017",February,2017,0
Peddapalli,"Wednesday, March 1, 2017",March,2017,0
Peddapalli,"Saturday, April 1, 2017",April,2017,0
Peddapalli,"Monday, May 1, 2017",May,2017,0
Peddapalli,"Thursday, June 1, 2017",June,2017,0
Peddapalli,"Saturday, July 1, 2017",July,2017,0
Peddapalli,"Tuesday, August 1, 2017",August,2017,0
Peddapalli,"Friday, September 1, 2017",September,2017,0
Peddapalli,"Sunday, October 1, 2017",October,2017,0
Peddapalli,"Wednesday, November 1, 2017",November,2017,0
Peddapalli,"Friday, December 1, 2017",December,2017,0
Rajanna Sircilla ,"Sunday, January 1, 2017",January,2017,0
Rajanna Sircilla ,"Wednesday, February 1, 2017",February,2017,0
Rajanna Sircilla ,"Wednesday, March 1, 2017",March,2017,0
Rajanna Sircilla ,"Saturday, April 1, 2017",April,2017,0
Rajanna Sircilla ,"Monday, May 1, 2017",May,2017,0
Rajanna Sircilla ,"Thursday, June 1, 2017",June,2017,0
Rajanna Sircilla ,"Saturday, July 1, 2017",July,2017,0
Rajanna Sircilla ,"Tuesday, August 1, 2017",August,2017,0
Rajanna Sircilla ,"Friday, September 1, 2017",September,2017,0
Rajanna Sircilla ,"Sunday, October 1, 2017",October,2017,0
Rajanna Sircilla ,"Wednesday, November 1, 2017",November,2017,0
Rajanna Sircilla ,"Friday, December 1, 2017",December,2017,0
Ranga Reddy,"Sunday, January 1, 2017",January,2017, 
Ranga Reddy,"Wednesday, February 1, 2017",February,2017, 
Ranga Reddy,"Wednesday, March 1, 2017",March,2017, 
Ranga Reddy,"Saturday, April 1, 2017",April,2017, 
Ranga Reddy,"Monday, May 1, 2017",May,2017, 
Ranga Reddy,"Thursday, June 1, 2017",June,2017, 
Ranga Reddy,"Saturday, July 1, 2017",July,2017, 
Ranga Reddy,"Tuesday, August 1, 2017",August,2017, 
Ranga Reddy,"Friday, September 1, 2017",September,2017, 
Ranga Reddy,"Sunday, October 1, 2017",October,2017, 
Ranga Reddy,"Wednesday, November 1, 2017",November,2017, 
Ranga Reddy,"Friday, December 1, 2017",December,2017, 
Sangareddy ,"Sunday, January 1, 2017",January,2017,0
Sangareddy ,"Wednesday, February 1, 2017",February,2017,0
Sangareddy ,"Wednesday, March 1, 2017",March,2017,0
Sangareddy ,"Saturday, April 1, 2017",April,2017,0
Sangareddy ,"Monday, May 1, 2017",May,2017,0
Sangareddy ,"Thursday, June 1, 2017",June,2017,0
Sangareddy ,"Saturday, July 1, 2017",July,2017,0
Sangareddy ,"Tuesday, August 1, 2017",August,2017,0
Sangareddy ,"Friday, September 1, 2017",September,2017,0
Sangareddy ,"Sunday, October 1, 2017",October,2017,0
Sangareddy ,"Wednesday, November 1, 2017",November,2017,0
Sangareddy ,"Friday, December 1, 2017",December,2017,0
Siddipet,"Sunday, January 1, 2017",January,2017,0
Siddipet,"Wednesday, February 1, 2017",February,2017,0
Siddipet,"Wednesday, March 1, 2017",March,2017,0
Siddipet,"Saturday, April 1, 2017",April,2017,0
Siddipet,"Monday, May 1, 2017",May,2017,0
Siddipet,"Thursday, June 1, 2017",June,2017,0
Siddipet,"Saturday, July 1, 2017",July,2017,0
Siddipet,"Tuesday, August 1, 2017",August,2017,0
Siddipet,"Friday, September 1, 2017",September,2017,0
Siddipet,"Sunday, October 1, 2017",October,2017,0
Siddipet,"Wednesday, November 1, 2017",November,2017,0
Siddipet,"Friday, December 1, 2017",December,2017,0
Suryapet,"Sunday, January 1, 2017",January,2017,0
Suryapet,"Wednesday, February 1, 2017",February,2017,0
Suryapet,"Wednesday, March 1, 2017",March,2017,0
Suryapet,"Saturday, April 1, 2017",April,2017,0
Suryapet,"Monday, May 1, 2017",May,2017,0
Suryapet,"Thursday, June 1, 2017",June,2017,0
Suryapet,"Saturday, July 1, 2017",July,2017,0
Suryapet,"Tuesday, August 1, 2017",August,2017,0
Suryapet,"Friday, September 1, 2017",September,2017,0
Suryapet,"Sunday, October 1, 2017",October,2017,0
Suryapet,"Wednesday, November 1, 2017",November,2017,0
Suryapet,"Friday, December 1, 2017",December,2017,0
Vikarabad,"Sunday, January 1, 2017",January,2017, 
Vikarabad,"Wednesday, February 1, 2017",February,2017, 
Vikarabad,"Wednesday, March 1, 2017",March,2017, 
Vikarabad,"Saturday, April 1, 2017",April,2017, 
Vikarabad,"Monday, May 1, 2017",May,2017, 
Vikarabad,"Thursday, June 1, 2017",June,2017, 
Vikarabad,"Saturday, July 1, 2017",July,2017, 
Vikarabad,"Tuesday, August 1, 2017",August,2017, 
Vikarabad,"Friday, September 1, 2017",September,2017, 
Vikarabad,"Sunday, October 1, 2017",October,2017, 
Vikarabad,"Wednesday, November 1, 2017",November,2017, 
Vikarabad,"Friday, December 1, 2017",December,2017, 
Wanaparthy ,"Sunday, January 1, 2017",January,2017,0
Wanaparthy ,"Wednesday, February 1, 2017",February,2017,0
Wanaparthy ,"Wednesday, March 1, 2017",March,2017,0
Wanaparthy ,"Saturday, April 1, 2017",April,2017,0
Wanaparthy ,"Monday, May 1, 2017",May,2017,0
Wanaparthy ,"Thursday, June 1, 2017",June,2017,0
Wanaparthy ,"Saturday, July 1, 2017",July,2017,0
Wanaparthy ,"Tuesday, August 1, 2017",August,2017,0
Wanaparthy ,"Friday, September 1, 2017",September,2017,0
Wanaparthy ,"Sunday, October 1, 2017",October,2017,0
Wanaparthy ,"Wednesday, November 1, 2017",November,2017,0
Wanaparthy ,"Friday, December 1, 2017",December,2017,0
Warangal (Rural),"Sunday, January 1, 2017",January,2017,35
Warangal (Rural),"Wednesday, February 1, 2017",February,2017,25
Warangal (Rural),"Wednesday, March 1, 2017",March,2017,17
Warangal (Rural),"Saturday, April 1, 2017",April,2017,19
Warangal (Rural),"Monday, May 1, 2017",May,2017,21
Warangal (Rural),"Thursday, June 1, 2017",June,2017,24
Warangal (Rural),"Saturday, July 1, 2017",July,2017,25
Warangal (Rural),"Tuesday, August 1, 2017",August,2017,28
Warangal (Rural),"Friday, September 1, 2017",September,2017,26
Warangal (Rural),"Sunday, October 1, 2017",October,2017,25
Warangal (Rural),"Wednesday, November 1, 2017",November,2017,29
Warangal (Rural),"Friday, December 1, 2017",December,2017,32
Warangal (Urban),"Sunday, January 1, 2017",January,2017,235
Warangal (Urban),"Wednesday, February 1, 2017",February,2017,242
Warangal (Urban),"Wednesday, March 1, 2017",March,2017,238
Warangal (Urban),"Saturday, April 1, 2017",April,2017,209
Warangal (Urban),"Monday, May 1, 2017",May,2017,211
Warangal (Urban),"Thursday, June 1, 2017",June,2017,194
Warangal (Urban),"Saturday, July 1, 2017",July,2017,116
Warangal (Urban),"Tuesday, August 1, 2017",August,2017,219
Warangal (Urban),"Friday, September 1, 2017",September,2017,225
Warangal (Urban),"Sunday, October 1, 2017",October,2017,236
Warangal (Urban),"Wednesday, November 1, 2017",November,2017,255
Warangal (Urban),"Friday, December 1, 2017",December,2017,250
Yadadri Bhongir,"Sunday, January 1, 2017",January,2017,0
Yadadri Bhongir,"Wednesday, February 1, 2017",February,2017,0
Yadadri Bhongir,"Wednesday, March 1, 2017",March,2017,0
Yadadri Bhongir,"Saturday, April 1, 2017",April,2017,0
Yadadri Bhongir,"Monday, May 1, 2017",May,2017,0
Yadadri Bhongir,"Thursday, June 1, 2017",June,2017,0
Yadadri Bhongir,"Saturday, July 1, 2017",July,2017,0
Yadadri Bhongir,"Tuesday, August 1, 2017",August,2017,0
Yadadri Bhongir,"Friday, September 1, 2017",September,2017,0
Yadadri Bhongir,"Sunday, October 1, 2017",October,2017,0
Yadadri Bhongir,"Wednesday, November 1, 2017",November,2017,0
Yadadri Bhongir,"Friday, December 1, 2017",December,2017,0
